""	"TCGA-24-1924-01"	"TCGA-25-1628-01"	"TCGA-13-0916-01"	"TCGA-20-1687-01"	"TCGA-13-2060-01"	"TCGA-23-1023-01"	"TCGA-20-1682-01"	"TCGA-30-1860-01"	"TCGA-61-1995-01"	"TCGA-29-1701-01"	"TCGA-09-0366-01"	"TCGA-29-2427-01"	"TCGA-09-1666-01"	"TCGA-29-1784-01"
"ST8SIA4"	26	15	13	11	14	13	11	14	13	14	18	14	17	18
"ST8SIA5"	60	15	17	7	8	24	22	18	15	34	16	21	14	54
"ST8SIA5-DT"	11	3	0	1	0	5	3	2	1	8	3	5	4	10
"ST8SIA6"	6	7	5	9	7	11	16	7	9	4	8	2	7	10
"ST8SIA6-AS1"	1	4	4	3	2	7	7	4	5	2	4	2	2	3
"STAB1"	55	56	62	37	41	50	36	38	72	40	84	47	45	55
"STAB2"	1	6	7	2	7	7	3	1	7	2	11	2	3	3
"STAC"	17	17	47	12	7	36	31	5	24	12	23	7	22	18
"STAC2"	11	6	17	14	10	5	11	14	9	9	10	9	14	12
"STAC3"	25	28	36	20	14	22	18	19	25	9	36	20	20	22
"STAG1"	29	46	49	30	43	34	36	26	46	30	38	26	28	31
"STAG1-DT"	4	5	6	4	5	3	3	3	5	2	5	1	3	4
"STAG2"	69	67	80	52	69	66	62	46	71	54	78	48	68	62
"STAG3"	64	82	85	44	53	56	45	47	82	60	91	48	59	71
"STAG3L4"	5	5	6	3	3	4	2	3	6	4	5	3	5	3
"STAG3L5P-PVRIG2P-PILRB"	33	35	40	29	34	36	26	28	42	29	42	29	36	32
"STAM"	16	17	19	10	15	14	13	12	21	13	15	11	18	18
"STAM-AS1"	5	5	6	2	6	3	3	5	6	4	5	3	6	5
"STAM2"	21	24	27	18	27	24	21	19	29	18	32	12	18	26
"STAMBP"	71	70	76	56	76	71	52	59	73	66	79	54	68	71
"STAMBPL1"	15	29	23	13	25	21	9	11	18	12	22	10	13	11
"STAP1"	10	6	7	7	5	7	3	4	5	4	8	5	6	10
"STAP2"	51	52	60	44	57	58	57	48	66	50	46	32	43	50
"STAR"	6	8	11	5	4	15	5	3	12	4	13	4	9	12
"STARD10"	85	91	90	54	62	96	47	60	77	93	89	64	64	79
"STARD13"	27	27	49	18	20	41	23	19	27	20	32	23	29	26
"STARD13-AS"	5	6	9	1	0	8	0	1	8	4	7	6	3	8
"STARD13-IT1"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"STARD3"	69	105	96	61	81	105	62	64	113	70	141	66	58	110
"STARD3NL"	42	48	49	34	37	46	34	38	49	45	53	38	32	44
"STARD4"	30	28	24	13	32	39	23	21	42	29	28	21	23	23
"STARD4-AS1"	9	15	11	6	10	11	7	4	15	8	13	6	11	8
"STARD5"	28	20	35	20	25	28	15	21	35	17	27	17	26	29
"STARD6"	3	4	10	1	3	1	1	0	7	0	1	1	8	1
"STARD7"	32	36	41	28	32	36	26	28	46	34	40	23	33	34
"STARD7-AS1"	18	19	25	15	16	20	14	12	22	14	22	14	18	20
"STARD8"	16	27	28	15	17	25	17	20	21	11	33	15	16	11
"STARD9"	23	33	33	18	25	28	19	17	41	16	28	18	27	21
"STAT1"	71	72	85	42	74	77	51	68	76	46	71	50	74	69
"STAT2"	73	82	100	54	75	87	60	64	84	68	97	57	83	72
"STAT3"	75	84	85	58	67	61	68	70	85	64	95	54	64	74
"STAT4"	17	21	25	5	14	12	11	16	18	7	18	18	15	22
"STAT5A"	49	56	62	42	56	51	37	45	63	30	51	39	43	33
"STAT5B"	21	33	27	19	18	27	19	18	33	25	29	19	23	19
"STAT6"	118	127	138	79	93	117	78	85	153	68	160	61	94	83
"STATH"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"STAU1"	61	61	73	59	58	62	53	57	65	53	63	48	64	65
"STAU2"	124	118	110	81	109	128	99	80	130	102	102	73	88	119
"STAU2-AS1"	5	6	3	2	4	4	6	5	3	4	10	6	2	6
"STBD1"	9	8	10	7	10	9	8	8	8	9	10	7	8	9
"STC1"	13	16	10	8	8	20	14	11	15	11	19	9	10	8
"STC2"	17	24	29	10	13	24	17	18	18	11	18	10	13	15
"STEAP1"	21	22	19	17	17	19	20	10	25	12	23	11	24	24
"STEAP1B"	13	20	25	4	14	28	10	13	14	20	8	4	8	17
"STEAP2"	47	44	48	32	31	40	46	32	64	28	50	30	45	44
"STEAP2-AS1"	4	3	6	0	1	1	4	2	5	0	3	1	4	7
"STEAP3"	30	28	27	33	11	32	25	22	36	14	38	24	26	26
"STEAP3-AS1"	2	4	4	3	2	2	1	1	3	0	4	2	1	3
"STEAP4"	15	18	11	17	17	19	18	9	24	19	24	9	12	18
"STEEP1"	23	21	25	19	20	21	20	19	22	22	25	15	24	25
"STH"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"STIL"	46	48	54	20	36	39	31	49	54	40	45	30	36	42
"STIM1"	42	65	79	36	34	64	45	33	78	38	56	31	40	39
"STIM1-AS1"	4	3	5	2	4	5	4	4	5	4	5	4	3	5
"STIM2"	58	53	59	46	50	55	43	45	58	44	60	31	56	58
"STIM2-AS1"	9	6	11	6	7	8	9	6	2	9	6	4	6	14
"STIMATE"	34	28	32	20	29	32	21	24	35	25	35	20	19	27
"STIMATE-MUSTN1"	19	14	22	13	13	22	12	15	21	15	22	11	14	15
"STING1"	51	57	56	62	41	58	44	43	58	39	65	50	52	45
"STIP1"	57	55	85	38	34	59	49	51	76	57	50	39	38	66
"STK10"	37	58	53	27	28	49	30	27	56	32	61	35	22	35
"STK11"	47	53	60	45	41	54	47	41	57	43	58	42	40	49
"STK11IP"	53	57	62	11	33	82	32	20	73	9	77	24	26	47
"STK16"	83	77	77	60	61	95	60	57	83	59	89	67	74	80
"STK17A"	25	24	19	15	21	21	20	19	26	17	18	20	17	22
"STK17B"	25	20	15	14	20	19	16	15	19	17	16	15	16	19
"STK19"	115	111	180	68	147	172	88	86	74	137	173	102	145	126
"STK24"	50	50	54	48	47	53	45	44	56	39	55	39	48	46
"STK24-AS1"	5	4	6	4	6	4	3	3	4	3	6	3	4	5
"STK25"	186	184	193	140	163	214	133	129	232	134	228	133	188	152
"STK26"	29	22	18	11	18	20	28	15	19	24	23	14	21	14
"STK3"	53	52	46	36	56	69	33	46	62	46	58	32	40	58
"STK31"	13	12	36	10	36	15	22	7	12	19	24	22	9	13
"STK32A"	12	16	22	15	10	13	12	13	20	10	14	5	29	15
"STK32A-AS1"	1	1	3	0	0	1	1	0	0	0	0	0	2	1
"STK32B"	26	21	25	11	6	29	7	13	34	14	22	33	13	13
"STK32C"	40	33	41	35	25	39	28	27	40	29	38	29	32	41
"STK33"	69	51	72	15	59	46	16	26	79	58	54	22	53	53
"STK35"	12	15	16	12	11	14	10	11	13	13	16	10	12	12
"STK36"	68	90	93	46	82	90	47	32	94	41	96	37	81	62
"STK38"	12	12	12	11	11	12	10	9	11	11	13	10	11	11
"STK38L"	42	59	61	33	40	34	35	61	74	27	51	27	47	55
"STK39"	17	16	21	14	19	20	14	12	13	17	21	13	14	15
"STK4"	22	34	38	24	23	21	15	18	26	27	30	20	17	23
"STK4-AS1"	5	6	6	4	8	7	4	4	5	5	10	4	8	6
"STK40"	52	53	62	40	59	48	44	42	53	35	62	33	42	43
"STKLD1"	12	19	28	16	15	17	8	7	19	15	25	13	17	9
"STMN1"	62	77	82	40	74	65	48	58	81	72	71	47	57	69
"STMN2"	1	2	1	5	1	6	1	0	2	2	3	1	1	0
"STMN3"	12	17	14	16	9	23	17	10	26	15	12	8	11	14
"STMN4"	2	10	9	2	0	5	1	1	8	1	2	1	3	0
"STMND1"	5	8	19	7	15	12	7	7	13	8	14	4	8	10
"STMP1"	29	28	27	24	29	24	25	25	28	27	30	22	27	31
"STN1"	18	23	23	23	22	28	17	16	25	29	28	19	25	28
"STOM"	28	29	30	23	26	28	26	25	24	28	27	27	25	27
"STOML1"	39	52	72	42	38	45	34	51	51	47	60	54	45	38
"STOML2"	40	38	41	31	35	37	32	33	35	34	40	30	36	39
"STOML3"	4	3	5	3	0	2	2	0	2	3	10	1	5	5
"STON1"	25	31	31	20	26	27	24	23	35	24	31	11	26	18
"STON1-GTF2A1L"	8	9	3	0	6	2	3	7	4	5	10	4	3	0
"STON2"	34	39	37	24	24	34	22	24	41	24	29	25	25	35
"STOX1"	22	14	26	26	22	16	22	21	26	18	16	17	25	23
"STOX2"	15	22	18	12	15	26	16	9	19	12	13	10	19	12
"STPG1"	36	49	47	34	42	39	30	29	55	42	57	18	29	39
"STPG2"	3	5	8	5	13	4	1	3	6	2	12	4	5	4
"STPG2-AS1"	0	1	0	0	1	0	0	0	3	1	3	0	1	0
"STPG3"	17	13	23	1	4	17	5	3	8	1	19	23	7	15
"STPG3-AS1"	5	4	7	2	3	5	3	3	4	2	8	6	4	5
"STPG4"	3	7	5	3	1	22	2	3	9	7	7	3	1	3
"STRA6"	62	128	64	91	27	86	54	20	77	33	153	58	16	44
"STRA6LP"	3	4	5	2	3	4	2	2	3	3	5	2	2	4
"STRA8"	4	2	3	3	9	3	4	3	2	6	4	3	6	2
"STRADA"	69	100	105	68	82	112	70	49	105	73	115	59	82	70
"STRADB"	42	41	46	29	34	28	28	37	47	31	39	28	37	23
"STRAP"	41	41	50	34	38	41	36	27	36	38	48	26	38	30
"STRBP"	43	61	65	50	35	49	45	32	58	38	64	38	42	44
"STRC"	11	26	56	28	8	13	15	12	35	11	78	28	20	42
"STRIP1"	46	50	49	28	31	46	29	17	58	28	61	30	31	40
"STRIP2"	12	11	22	7	10	10	13	12	18	8	9	7	16	11
"STRIT1"	2	2	3	1	1	2	0	0	1	1	1	2	3	2
"STRN"	13	14	14	11	16	16	17	10	19	11	15	10	11	10
"STRN3"	21	37	33	18	21	35	22	24	43	23	36	18	27	32
"STRN4"	85	126	117	61	53	115	68	65	97	83	119	50	76	77
"STS"	9	10	11	10	9	10	9	8	11	9	11	9	11	9
"STT3A"	77	84	91	78	73	95	79	68	106	74	76	66	82	94
"STT3B"	41	43	49	28	39	44	41	31	49	41	47	32	41	42
"STUB1"	73	63	75	69	73	74	55	73	66	57	82	58	58	76
"STUM"	4	12	10	4	9	18	5	6	10	12	9	10	6	9
"STX10"	58	74	79	53	71	74	62	46	74	54	72	37	63	65
"STX11"	9	8	8	6	8	7	7	8	8	7	8	7	7	8
"STX12"	21	25	19	15	21	17	18	19	29	16	26	12	18	17
"STX16"	61	74	92	63	72	75	55	58	66	61	84	40	68	69
"STX16-NPEPL1"	11	11	14	3	6	6	4	1	14	5	14	7	11	8
"STX17"	39	34	33	17	18	37	17	19	32	27	38	21	27	39
"STX17-AS1"	5	6	7	6	6	5	5	5	5	6	8	5	5	6
"STX18"	58	65	66	31	72	54	37	30	62	53	67	39	56	52
"STX18-AS1"	31	35	43	23	29	32	19	19	31	27	30	18	31	37
"STX18-IT1"	0	1	0	0	0	0	1	0	0	0	1	1	0	0
"STX19"	4	8	4	8	9	6	7	4	10	6	7	5	7	3
"STX1A"	34	55	55	32	31	49	31	25	60	25	68	22	41	38
"STX1B"	11	10	12	1	5	6	6	7	6	1	17	3	4	6
"STX2"	15	21	21	13	13	17	11	11	23	16	19	12	15	18
"STX3"	46	40	53	28	44	44	38	35	54	43	39	31	41	42
"STX4"	68	66	86	44	58	65	41	45	73	37	89	42	62	58
"STX5"	45	41	53	36	38	46	34	35	44	45	40	31	38	46
"STX6"	27	25	30	23	25	25	23	15	28	22	30	22	18	23
"STX7"	27	30	30	22	30	28	19	24	31	27	32	17	27	26
"STX8"	52	58	54	41	52	47	47	35	50	50	56	38	43	44
"STXBP1"	39	45	63	39	35	44	31	33	47	31	71	32	50	49
"STXBP2"	102	92	129	76	107	115	90	60	130	67	121	61	82	80
"STXBP3"	33	33	26	28	29	30	26	20	38	29	35	25	30	40
"STXBP4"	22	23	22	11	27	28	16	15	27	26	25	9	29	24
"STXBP5"	19	31	46	18	24	24	21	20	36	18	20	16	17	18
"STXBP5-AS1"	12	14	25	4	9	13	10	6	13	10	17	6	7	12
"STXBP5L"	6	4	12	3	3	7	3	0	10	7	3	6	8	3
"STXBP6"	52	51	14	40	44	59	42	49	41	46	50	31	33	55
"STYK1"	9	14	25	5	15	17	14	19	25	17	9	5	14	9
"STYX"	15	25	20	16	17	19	19	12	22	16	21	11	16	17
"STYXL1"	64	71	98	69	81	80	60	68	75	68	84	65	70	71
"STYXL2"	12	4	4	7	1	8	2	1	3	2	13	5	3	6
"SUB1"	102	98	114	81	84	86	93	84	98	93	102	80	91	90
"SUCLA2"	14	21	20	7	5	13	8	8	19	13	21	8	10	1
"SUCLA2-AS1"	6	5	6	3	7	6	4	3	5	5	6	2	4	5
"SUCLG1"	46	42	46	32	40	35	24	32	49	44	52	29	41	46
"SUCLG2"	26	22	30	25	27	27	17	20	22	24	17	20	29	24
"SUCLG2-AS1"	15	15	18	9	8	14	9	9	18	7	17	9	17	16
"SUCNR1"	8	8	5	6	7	5	7	6	7	6	7	7	8	8
"SUCO"	49	49	46	35	41	36	47	40	64	38	43	36	47	48
"SUDS3"	15	21	20	15	19	20	15	15	25	14	22	13	15	18
"SUFU"	21	24	23	16	21	26	17	16	27	13	23	18	16	21
"SUGCT"	17	37	27	22	16	30	21	22	16	33	15	17	16	11
"SUGCT-AS1"	5	5	4	1	4	4	2	3	4	4	4	1	2	2
"SUGP1"	65	81	90	63	51	93	61	63	87	51	94	61	74	71
"SUGP2"	67	84	101	57	65	84	50	58	82	60	93	49	72	73
"SUGT1"	35	33	35	29	30	31	29	29	34	33	35	28	32	30
"SUGT1-DT"	6	6	7	4	6	5	2	5	6	5	7	3	7	6
"SUGT1P4-STRA6LP"	6	6	6	4	5	6	2	5	6	6	7	5	6	7
"SUGT1P4-STRA6LP-CCDC180"	5	6	18	7	7	10	3	3	14	4	25	10	15	11
"SULF1"	69	98	86	64	76	83	104	91	67	64	40	85	56	49
"SULF2"	33	77	56	53	40	83	73	37	61	46	69	36	42	53
"SULT1A1"	60	46	77	44	44	59	46	59	62	33	71	36	59	67
"SULT1A2"	19	16	29	10	16	22	14	21	18	16	30	13	23	17
"SULT1A3"	49	44	69	26	30	44	36	42	58	24	62	33	32	53
"SULT1A4"	19	18	33	8	16	17	17	22	24	11	29	12	21	25
"SULT1B1"	6	10	8	6	7	13	6	5	10	7	10	6	6	7
"SULT1C2"	31	30	54	14	42	47	38	29	39	30	74	15	29	25
"SULT1C3"	0	0	0	0	1	2	0	0	1	0	0	0	0	1
"SULT1C4"	16	20	25	10	11	18	12	4	12	9	25	8	7	9
"SULT1E1"	1	11	3	5	5	3	0	1	2	3	2	1	7	3
"SULT2A1"	2	4	3	2	1	3	2	0	4	2	4	2	2	3
"SULT2B1"	10	17	21	12	5	19	20	16	19	22	18	6	11	10
"SULT4A1"	11	14	23	4	2	10	2	4	18	8	19	12	3	15
"SULT6B1"	0	1	1	0	2	0	1	0	1	0	1	0	0	0
"SUMF1"	34	39	44	28	37	42	27	29	39	26	45	23	33	29
"SUMF2"	135	124	140	104	99	119	95	103	136	126	142	94	116	141
"SUMO1"	68	59	79	56	58	70	55	64	76	59	74	51	56	70
"SUMO2"	38	36	38	35	38	40	34	34	36	41	39	33	39	36
"SUMO3"	33	38	35	23	33	36	24	35	42	36	42	23	37	28
"SUMO4"	3	4	3	1	3	3	2	2	4	3	4	2	3	2
"SUN1"	130	149	162	148	116	120	108	67	160	74	147	82	107	113
"SUN2"	59	94	77	49	41	95	70	56	99	34	105	72	51	61
"SUN3"	5	4	12	0	4	1	0	0	3	3	6	4	4	3
"SUN5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"SUOX"	71	74	89	46	63	76	70	62	88	74	90	44	60	72
"SUPT16H"	37	46	44	31	40	38	34	34	49	34	39	23	36	43
"SUPT20H"	90	125	126	87	102	104	78	102	115	94	123	47	94	98
"SUPT3H"	23	24	33	13	26	27	20	17	23	14	33	19	22	24
"SUPT4H1"	58	49	54	49	55	51	46	46	53	61	53	41	48	58
"SUPT5H"	72	94	120	61	80	86	47	63	107	75	96	69	83	83
"SUPT6H"	38	55	58	39	52	48	35	31	58	38	54	42	42	45
"SUPT7L"	40	44	45	30	42	40	34	34	45	34	47	30	37	42
"SUPV3L1"	36	34	34	33	35	35	30	24	42	30	38	28	31	30
"SURF1"	32	33	44	27	31	33	26	32	29	35	39	28	36	32
"SURF2"	18	18	22	17	21	20	14	19	17	21	22	15	18	20
"SURF4"	49	48	57	44	33	55	40	47	45	41	56	33	44	49
"SURF6"	16	18	21	15	15	20	15	15	18	14	19	14	11	15
"SUSD1"	26	39	35	12	21	30	22	19	23	26	37	12	18	34
"SUSD2"	15	17	17	19	11	16	14	13	17	11	24	17	15	17
"SUSD3"	40	38	45	40	26	37	27	29	47	38	34	42	39	37
"SUSD4"	46	50	14	45	26	69	67	46	36	58	66	49	44	59
"SUSD5"	6	9	13	6	5	9	8	8	7	6	5	6	8	7
"SUSD6"	19	20	24	17	15	22	18	19	22	18	25	15	18	17
"SUV39H1"	20	20	22	12	26	23	15	17	25	21	25	10	19	18
"SUV39H2"	40	44	52	27	36	31	30	37	44	42	35	31	33	34
"SUV39H2-DT"	7	5	7	4	8	6	3	6	5	7	6	5	6	7
"SUZ12"	23	27	29	19	23	20	13	21	27	22	27	16	22	22
"SV2A"	13	16	17	9	14	15	10	10	16	13	14	9	12	15
"SV2B"	7	9	12	4	6	10	10	4	5	7	7	2	5	4
"SV2C"	7	10	12	4	4	12	3	4	10	9	13	3	10	11
"SVBP"	25	21	27	19	25	23	21	21	22	24	27	19	23	26
"SVEP1"	17	29	18	18	20	23	22	22	9	19	21	18	7	20
"SVIL"	26	49	31	36	25	43	27	20	69	20	42	18	25	21
"SVIL-AS1"	53	53	49	46	45	47	40	44	55	45	57	36	63	46
"SVIL2P"	0	1	0	0	0	0	0	0	1	0	0	1	0	0
"SVIP"	22	29	28	18	26	30	29	18	29	26	27	22	22	24
"SVOP"	6	6	5	5	4	5	3	2	5	6	9	3	3	4
"SVOPL"	19	25	12	30	35	23	10	7	32	15	41	19	27	24
"SWAP70"	31	30	29	17	22	32	24	17	40	16	25	19	21	22
"SWI5"	31	31	38	19	25	33	24	23	29	25	34	25	30	32
"SWSAP1"	8	8	10	7	8	9	7	7	8	8	9	6	8	8
"SWT1"	17	15	15	11	13	12	14	8	18	15	16	9	13	17
"SYAP1"	20	15	18	17	20	16	16	19	18	17	19	17	18	19
"SYBU"	89	85	76	47	30	47	46	50	128	26	102	38	28	76
"SYCE1"	8	8	7	2	5	16	6	2	6	0	5	3	3	3
"SYCE1L"	18	14	23	12	19	15	16	15	15	15	18	13	13	13
"SYCE2"	13	15	23	6	11	15	13	9	15	9	10	9	12	16
"SYCE3"	3	4	9	5	6	4	4	4	4	5	5	7	7	5
"SYCN"	0	0	7	0	0	0	0	1	0	0	1	0	0	0
"SYCP1"	1	4	16	0	9	17	2	8	7	4	4	3	20	4
"SYCP2"	5	42	10	6	9	41	7	29	6	27	16	15	8	24
"SYCP2L"	7	11	10	3	2	6	3	7	3	11	12	2	9	12
"SYCP3"	4	7	13	3	6	6	6	6	10	3	14	5	4	8
"SYDE1"	22	25	25	29	15	32	17	15	21	12	16	14	19	16
"SYDE2"	12	13	14	12	11	13	11	8	16	11	13	10	12	11
"SYF2"	26	26	29	23	30	26	18	20	28	25	31	20	26	27
"SYK"	38	28	49	36	26	43	40	34	48	24	34	34	45	42
"SYMPK"	90	104	93	67	71	101	68	67	89	71	90	65	80	89
"SYN1"	16	14	17	10	12	15	13	10	17	12	16	13	14	13
"SYN2"	12	14	31	9	3	23	19	6	18	9	9	21	17	13
"SYN3"	4	13	8	6	4	11	6	2	9	1	5	6	8	4
"SYN3-AS1"	3	2	2	0	2	1	0	0	2	1	2	0	2	2
"SYNC"	16	14	14	11	10	16	11	9	19	10	9	12	17	10
"SYNCRIP"	40	42	44	35	40	38	41	38	42	35	41	34	40	39
"SYNDIG1"	10	17	17	11	12	9	7	16	11	6	14	9	17	11
"SYNDIG1L"	4	7	4	2	0	5	4	2	4	3	9	5	1	5
"SYNE1"	90	128	117	59	60	125	73	73	104	51	124	75	73	63
"SYNE1-AS1"	0	1	2	0	0	0	0	0	0	0	0	0	0	0
"SYNE2"	110	129	160	104	87	147	116	92	174	91	144	108	109	93
"SYNE3"	20	23	24	16	16	24	15	14	32	11	21	16	16	16
"SYNE4"	43	45	59	36	38	50	28	34	44	44	44	36	45	48
"SYNGAP1"	76	98	122	54	62	78	53	44	96	47	104	49	69	66
"SYNGAP1-AS1"	8	4	8	1	9	3	1	4	7	6	8	6	8	6
"SYNGR1"	28	32	18	30	28	42	38	31	32	43	51	33	18	33
"SYNGR2"	80	58	68	55	70	71	52	71	63	73	69	54	60	58
"SYNGR3"	20	21	27	23	26	26	26	19	19	23	16	24	11	32
"SYNGR4"	12	4	21	4	2	14	11	9	3	20	12	5	4	11
"SYNJ1"	24	30	23	24	25	21	18	19	33	18	31	16	23	23
"SYNJ2"	28	30	28	23	21	28	30	20	31	22	36	14	21	20
"SYNJ2-IT1"	2	1	3	0	2	0	1	0	3	2	2	2	1	0
"SYNJ2BP"	18	18	19	17	18	19	18	18	16	19	19	14	17	18
"SYNJ2BP-COX16"	21	17	17	13	16	20	17	21	13	24	26	17	13	17
"SYNM"	17	20	26	15	17	23	19	16	13	13	12	15	17	13
"SYNPO"	34	42	38	42	32	40	39	42	42	23	42	31	39	37
"SYNPO2"	37	34	46	24	30	47	31	30	34	21	30	23	34	27
"SYNPO2L"	12	17	14	5	5	9	9	5	17	8	13	7	8	8
"SYNPO2L-AS1"	3	8	6	0	2	3	0	1	9	3	7	1	3	4
"SYNPR"	5	5	5	3	2	1	3	1	10	4	8	1	9	3
"SYNPR-AS1"	4	5	7	5	3	3	2	5	6	4	7	0	5	4
"SYNRG"	83	112	101	53	102	104	78	73	109	74	104	51	77	80
"SYP"	12	15	17	17	14	15	13	13	21	8	14	11	12	14
"SYP-AS1"	0	0	2	0	0	0	1	0	0	0	0	0	0	0
"SYPL1"	35	34	48	22	39	36	29	22	39	32	42	25	34	34
"SYPL2"	5	6	8	4	4	8	4	3	4	6	8	3	4	5
"SYS1"	46	50	53	40	45	47	37	41	49	46	51	38	43	51
"SYS1-DBNDD2"	8	18	19	9	10	15	5	9	10	3	14	14	9	11
"SYT1"	5	17	26	4	25	15	9	3	9	12	33	5	13	9
"SYT10"	5	10	17	3	1	1	2	1	4	0	2	0	5	0
"SYT11"	12	13	13	9	9	10	8	10	12	10	12	8	11	11
"SYT12"	24	23	23	20	7	29	33	21	38	15	47	34	24	39
"SYT13"	8	13	16	8	8	14	7	13	19	5	14	5	10	11
"SYT14"	3	5	6	3	20	4	3	4	5	17	8	4	4	7
"SYT15"	17	22	24	22	19	22	15	16	23	9	25	12	20	14
"SYT16"	4	6	7	4	4	9	4	3	7	11	4	3	7	5
"SYT17"	25	32	43	31	37	50	24	34	49	32	60	27	29	39
"SYT2"	7	8	8	4	3	13	9	7	8	7	7	6	7	9
"SYT3"	10	15	14	5	5	19	6	11	10	8	13	2	3	3
"SYT4"	3	1	0	4	0	2	0	0	0	0	1	0	2	0
"SYT5"	5	32	31	5	29	40	3	19	13	20	30	10	7	32
"SYT6"	8	8	5	5	6	5	5	3	7	4	10	6	10	11
"SYT7"	32	27	24	24	8	49	40	23	29	22	19	21	9	23
"SYT8"	8	27	1	10	2	30	5	4	42	5	49	13	6	18
"SYT9"	2	3	13	0	0	5	0	1	0	2	1	0	4	1
"SYTL1"	53	52	79	43	54	66	52	25	81	56	77	44	54	66
"SYTL2"	53	88	61	48	45	99	82	44	115	38	40	28	55	39
"SYTL3"	14	20	25	15	7	19	7	12	26	16	22	11	6	16
"SYTL4"	17	23	34	13	21	31	22	23	25	19	20	20	26	11
"SYTL5"	2	6	5	4	4	8	6	3	6	4	16	2	6	4
"SYVN1"	64	57	91	61	55	84	69	56	84	39	79	51	58	63
"SZRD1"	54	61	62	55	51	60	48	55	64	66	75	51	43	57
"SZT2"	48	46	62	37	47	50	44	39	57	32	56	37	42	44
"SZT2-AS1"	1	1	5	0	0	1	0	0	4	0	6	0	0	3
"TAAR1"	0	0	3	0	0	0	1	0	1	0	3	0	0	1
"TAAR2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAAR5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAAR6"	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"TAAR8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAAR9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAB1"	18	24	26	17	21	23	21	19	31	14	30	21	20	26
"TAB2"	27	36	30	24	27	27	28	26	33	25	36	22	25	27
"TAB2-AS1"	0	0	0	0	0	0	0	0	2	0	3	1	0	0
"TAB3"	33	39	41	33	28	35	33	31	43	33	47	25	30	28
"TAB3-AS1"	0	2	2	0	1	1	0	0	3	0	4	0	1	0
"TAB3-AS2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TAC1"	2	7	2	2	0	8	0	0	1	13	2	1	2	2
"TAC3"	0	0	1	1	0	13	1	0	3	1	3	1	0	1
"TAC4"	3	5	5	2	3	4	4	3	11	3	6	2	4	0
"TACC1"	91	77	85	64	56	80	59	58	104	42	98	48	68	42
"TACC2"	73	95	138	106	86	134	87	47	120	57	82	33	82	59
"TACC3"	50	66	72	29	54	54	43	40	70	51	68	47	52	51
"TACO1"	16	16	18	12	15	16	11	12	15	15	16	12	14	15
"TACR1"	15	6	2	14	0	10	15	8	9	7	14	10	8	13
"TACR2"	11	6	10	5	7	6	10	7	10	8	6	4	5	8
"TACR3"	0	2	0	0	0	5	0	0	1	4	1	0	0	0
"TACSTD2"	13	14	14	15	14	15	10	12	15	14	16	10	14	13
"TADA1"	16	16	18	14	12	15	14	13	16	15	14	12	16	14
"TADA2A"	57	80	73	27	49	62	36	35	74	77	80	39	42	55
"TADA2B"	18	22	20	13	13	24	18	18	22	13	22	15	17	18
"TADA3"	40	45	50	34	37	44	31	35	45	38	49	21	47	31
"TAF1"	49	56	63	30	47	51	35	25	54	30	53	27	39	33
"TAF10"	51	49	57	45	57	53	45	45	53	49	57	47	51	52
"TAF11"	17	17	20	9	19	17	12	13	14	18	18	15	18	18
"TAF12"	32	32	30	29	35	28	29	23	33	31	34	26	24	34
"TAF13"	19	18	17	14	19	18	17	16	18	18	19	16	17	20
"TAF15"	86	119	106	69	101	89	71	51	139	58	107	68	78	70
"TAF1A"	30	33	41	13	30	26	26	24	36	20	35	12	35	34
"TAF1A-AS1"	10	7	19	9	9	9	8	11	8	7	9	8	8	15
"TAF1B"	38	36	42	23	43	35	24	31	44	39	34	17	30	34
"TAF1C"	92	102	118	57	72	116	65	56	108	57	124	61	100	80
