""	"TCGA-23-2078-01"	"TCGA-20-1687-01"	"TCGA-57-1582-01"	"TCGA-13-1410-01"	"TCGA-13-1405-01"	"TCGA-24-2271-01"	"TCGA-61-2111-01"	"TCGA-36-1574-01"	"TCGA-13-1505-01"
"PTGER1"	175	65	11	232	2078	61	1258	1204	120
"PTGER2"	312	335	145	380	3053	562	205	1504	263
"PTGER3"	1176	581	109	691	2977	297	30	465	890
"PTGER4"	1192	172	2296	273	260	286	183	398	334
"PTGER4P2"	2	5	1	6	9	3	1	3	2
"PTGER4P3"	0	0	0	0	0	0	0	0	0
"PTGES"	2009	1735	326	74	489	354	57	730	1667
"PTGES2"	4692	4843	3687	3350	4697	2323	1377	8715	3580
"PTGES3"	33243	11046	29830	13784	11875	7011	13547	32090	18877
"PTGES3L"	39	6	43	20	22	22	18	59	32
"PTGES3L-AARSD1"	7	1	1	3	2	0	3	2	1
"PTGES3P1"	401	137	339	192	169	98	154	344	190
"PTGES3P2"	13	0	2	13	8	14	7	8	10
"PTGES3P3"	26	10	41	13	14	2	6	42	13
"PTGES3P4"	14	2	7	2	6	2	4	6	13
"PTGES3P5"	0	0	0	0	0	0	0	0	0
"PTGFR"	65	34	57	13	57	20	1	164	59
"PTGFRN"	12943	3065	4316	8846	10802	2887	4946	4073	6051
"PTGIR"	622	120	96	286	397	184	59	269	333
"PTGIS"	6328	2357	2287	2940	13490	2235	55	2323	5319
"PTGR1"	5604	2915	5586	1916	4826	967	1610	6948	2727
"PTGR2"	1034	1094	1364	418	640	423	649	1070	401
"PTGS1"	37344	22941	39702	55644	58459	13033	23266	8216	16720
"PTGS2"	348	67	112	231	159	166	40	571	177
"PTH"	0	0	0	1	0	0	3	0	0
"PTH1R"	170	35	29	117	175	47	68	29	294
"PTH2"	0	0	1	5	0	0	0	1	0
"PTH2R"	1563	4	1671	776	236	390	12	751	1667
"PTHLH"	249	31	19	25	48	33	79	146	107
"PTK2"	10650	9241	20902	10213	10575	4540	3500	13939	7536
"PTK2B"	2846	3025	662	2035	4185	2552	516	1662	1446
"PTK6"	432	52	330	480	382	236	244	436	32
"PTK7"	14779	7761	7002	28132	13856	2759	9063	10759	39347
"PTMA"	97032	52278	80893	124852	80224	34519	52641	59319	73511
"PTMAP1"	27	3	22	14	8	3	17	13	48
"PTMAP10"	18	10	17	38	10	0	7	6	6
"PTMAP11"	29	6	15	14	12	9	5	15	18
"PTMAP15"	0	0	0	0	0	0	0	1	0
"PTMAP2"	374	139	279	524	187	48	189	214	136
"PTMAP3"	25	9	18	10	9	7	4	9	9
"PTMAP4"	496	236	338	939	423	193	286	196	349
"PTMAP5"	672	275	407	990	338	91	239	320	328
"PTMAP6"	0	0	0	0	0	2	0	0	1
"PTMAP8"	33	10	20	31	18	1	12	20	10
"PTMAP9"	177	69	135	268	94	38	86	86	93
"PTMS"	36352	21544	30101	25989	25529	15262	14457	31840	61985
"PTN"	346	1643	88	2007	2151	239	283	5980	1037
"PTOV1"	11123	8086	13874	18665	19222	6597	6966	9599	12516
"PTOV1-AS1"	1014	543	1401	1077	2843	761	882	706	922
"PTOV1-AS2"	241	36	196	276	243	215	112	75	303
"PTP4A1"	6516	4897	14076	7864	8354	1143	6757	12021	3417
"PTP4A1P1"	1	4	1	0	1	1	1	0	0
"PTP4A1P2"	1	0	0	1	1	0	1	3	0
"PTP4A1P3"	0	0	0	0	0	3	0	0	2
"PTP4A1P4"	1	1	0	0	0	0	0	0	0
"PTP4A1P5"	0	0	0	0	0	0	0	0	0
"PTP4A1P6"	0	0	1	0	0	0	0	0	0
"PTP4A1P7"	0	1	1	0	0	0	1	2	0
"PTP4A2"	18037	12415	13203	20478	42208	3217	14142	18633	8717
"PTP4A2P1"	28	8	18	18	29	1	9	17	5
"PTP4A2P2"	11	5	6	9	12	3	6	7	4
"PTP4A3"	6675	9991	7321	15626	6099	6283	1070	6151	4789
"PTPA"	15515	7590	8539	8748	21704	5857	3323	19386	9618
"PTPDC1"	1018	387	721	412	1973	416	360	708	776
"PTPMT1"	1763	651	985	1851	1643	589	597	3031	829
"PTPN1"	5559	3487	6775	8176	5887	2210	6904	4995	2694
"PTPN11"	5474	2252	4982	4837	4432	2454	4593	6028	4308
"PTPN12"	4111	2959	3041	4978	7474	2624	2948	3925	3770
"PTPN13"	994	173	262	397	3116	594	3147	2586	1706
"PTPN14"	10653	3596	3956	6197	4879	4749	2783	3417	4810
"PTPN18"	7770	6834	3152	13175	9369	4137	2700	7493	4956
"PTPN2"	3858	1872	2408	4230	2757	838	2236	3548	2385
"PTPN20"	9	7	131	14	8	105	0	254	93
"PTPN20CP"	0	0	0	3	0	1	0	0	1
"PTPN21"	2476	464	692	1831	1141	431	1079	551	2125
"PTPN22"	356	148	118	200	341	182	138	278	145
"PTPN23"	21632	9930	6224	17756	14900	6582	6635	9567	9389
"PTPN2P1"	10	4	10	11	15	1	3	7	9
"PTPN2P2"	13	9	2	10	2	5	8	1	3
"PTPN3"	2128	1807	1550	1087	3053	918	1204	3908	1900
"PTPN4"	2409	1173	1543	1341	2025	723	1276	1276	1601
"PTPN5"	11	10	1	2	9	1	49	17	16
"PTPN6"	3340	2694	2147	4137	2622	1777	2297	3388	3176
"PTPN7"	1010	248	219	422	640	432	252	370	302
"PTPN9"	4086	1324	3870	4432	5024	2504	2407	4570	2642
"PTPRA"	13461	5387	5626	7968	6820	3069	3884	6112	8812
"PTPRB"	857	354	255	610	847	277	558	392	422
"PTPRC"	4186	919	987	1245	1684	897	1046	1708	1043
"PTPRCAP"	0	0	0	0	0	0	0	0	0
"PTPRD"	588	72	151	282	412	106	54	345	237
"PTPRD-AS1"	17	2	6	7	48	6	6	11	27
"PTPRD-AS2"	0	0	0	0	0	0	1	0	0
"PTPRE"	1842	2111	419	1185	1221	635	394	984	567
"PTPRF"	61514	50752	55538	37883	60975	37824	52571	44072	137618
"PTPRG"	9807	1713	5154	6962	4799	1057	4813	5567	2223
"PTPRG-AS1"	232	5	116	160	178	34	46	152	67
"PTPRH"	52	16	175	29	467	114	26	569	43
"PTPRJ"	3867	2561	1714	12938	5271	1142	3657	2929	939
"PTPRJ-AS1"	11	4	4	28	15	6	3	3	0
"PTPRK"	2709	3061	3811	3769	6731	1032	5025	2924	3305
"PTPRK-AS1"	5	0	2	1	5	6	6	3	6
"PTPRM"	3109	556	860	2069	1047	921	7725	2075	1972
"PTPRN"	175	34	32	113	538	12	27	186	39
"PTPRN2"	322	118	48	155	172	78	92	175	102
"PTPRN2-AS1"	108	54	65	66	104	45	81	55	44
"PTPRO"	220	128	219	160	145	63	111	324	514
"PTPRQ"	32	14	43	28	18	24	15	16	187
"PTPRR"	142	183	171	10	41	23	894	169	43
"PTPRS"	32727	14220	6432	22453	26115	12574	6324	8007	12387
"PTPRT"	419	46	4	21610	7	180	897	3	342
"PTPRT-AS1"	3	0	0	11	0	0	0	0	0
"PTPRU"	9382	14966	5553	10253	13394	1610	6493	3283	10175
"PTPRVP"	36	7	12	33	24	95	6	21	63
"PTPRZ1"	15	19	0	20	10	1	1	0	21
"PTRH1"	46	16	19	16	35	56	5	72	28
"PTRH2"	2073	913	2046	846	882	638	852	3083	744
"PTRHD1"	1914	1151	1038	1046	1373	500	1027	2395	3067
"PTS"	1105	798	627	1071	1634	1195	333	1607	1892
"PTTG1"	10824	1492	1762	5365	3100	401	692	4764	1415
"PTTG1IP"	24425	15314	21266	32659	70060	14591	12505	22547	15781
"PTTG1IP2"	0	0	0	0	1	0	0	0	0
"PTTG2"	4	1	0	2	2	1	3	5	1
"PTTG3P"	13	1	2	7	4	0	1	6	2
"PTTG4P"	2	1	2	0	1	2	1	0	7
"PTX3"	813	102	282	765	644	401	159	6500	491
"PTX4"	13	3	5	3	3	8	5	3	7
"PUDP"	1803	1018	2867	1855	1580	727	1308	2564	373
"PUDPP1"	0	0	0	0	0	0	0	0	0
"PUDPP2"	4	0	3	4	0	0	6	0	0
"PUDPP3"	0	0	0	0	1	0	0	0	0
"PUF60"	30655	25784	94191	18971	23243	12433	5614	27175	19803
"PUM1"	13326	7319	13010	13796	14626	3587	10464	11762	8000
"PUM2"	18248	6559	4440	6218	9161	3923	5098	4456	7723
"PUM3"	1565	1198	999	1309	2614	986	1585	3547	1913
"PURA"	3850	4277	1872	2590	2080	1062	1976	2435	1547
"PURB"	5310	3725	2644	8032	6489	2513	3807	2450	3451
"PURG"	21	3	2	8	61	10	15	26	41
"PURPL"	0	0	1	1	1	2	2	0	91
"PUS1"	2050	780	1752	1144	1164	1376	706	1236	1697
"PUS10"	790	313	325	491	685	255	418	449	550
"PUS3"	1066	703	513	853	734	377	328	914	642
"PUS7"	1472	880	2867	2885	1417	620	757	2011	1035
"PUS7L"	2231	869	1565	1378	1146	473	963	1414	1536
"PUSL1"	1417	948	2846	1162	2074	406	439	1462	790
"PVALB"	402	15	20	81	208	9	350	5	25
"PVALEF"	23	0	3	0	4	13	3	0	0
"PVR"	7275	789	2713	4834	4415	1183	1392	3828	777
"PVRIG"	35	24	15	13	38	62	23	10	72
"PVRIG2P"	0	0	0	0	0	0	0	0	0
"PVT1"	595	769	1042	515	1104	1111	85	1966	421
"PWAR1"	10	3	0	0	5	3	5	1	13
"PWAR5"	207	5	1	10	9	25	23	6	72
"PWP1"	2386	1396	2730	3516	2784	1167	2059	4104	3263
"PWP2"	94	221	58	730	94	237	279	61	8
"PWRN1"	35	0	0	12	0	0	77	0	5
"PWRN2"	0	0	0	0	0	0	2	0	2
"PWRN4"	0	0	0	0	0	0	0	0	0
"PWWP2A"	4211	1504	705	1348	1220	418	1368	1751	755
"PWWP2AP1"	1	0	0	4	0	0	0	1	2
"PWWP2B"	3163	6308	3797	3815	1747	1312	1763	1382	1888
"PWWP3A"	2360	1435	2457	981	2699	1735	890	1376	3336
"PWWP3B"	140	33	36	79	148	26	47	37	147
"PWWP4"	0	0	0	0	0	0	0	0	0
"PXDC1"	2948	1300	913	1940	1859	542	526	1517	976
"PXDN"	27990	5688	3392	19011	22308	2731	2978	6247	8644
"PXDNL"	277	37	40	294	115	6	29	18	45
"PXK"	1903	1018	1686	3963	7331	1042	2795	2222	933
"PXMP2"	1043	428	788	968	949	280	487	1253	1269
"PXMP4"	2419	1482	1957	3864	1844	695	374	1351	1300
"PXN"	15769	5376	10941	7218	11235	4839	7835	16977	8560
"PXN-AS1"	287	62	226	141	148	113	90	426	387
"PXT1"	4	2	4	6	4	4	2	1	1
"PXYLP1"	1150	1035	1131	2721	948	377	409	2048	444
"PYCARD"	1032	855	226	1082	3440	569	574	1613	376
"PYCARD-AS1"	12	0	0	1	13	3	1	11	2
"PYCR1"	13069	3305	9221	2317	4684	3246	2098	10445	2884
"PYCR2"	5008	1838	3403	7576	2813	1662	3616	6182	2517
"PYCR3"	3024	3557	15787	2866	2425	1760	637	5353	1375
"PYDC1"	4	0	0	10	0	1	1	0	1
"PYDC2"	0	0	0	0	0	0	0	0	0
"PYGB"	6246	8661	9416	3890	6509	3136	3287	4058	7869
"PYGL"	2138	1031	510	3147	2618	2735	1897	2065	1241
"PYGM"	273	29	104	45	95	88	54	47	65
"PYGO1"	373	48	84	90	239	70	241	122	140
"PYGO2"	11116	5026	5853	10272	5501	3718	5597	7548	7751
"PYHIN1"	210	33	37	51	123	101	49	39	69
"PYHIN5P"	0	0	0	0	0	0	0	0	0
"PYM1"	2319	1142	1928	2122	1433	961	2026	2752	1646
"PYROXD1"	779	671	494	1242	864	260	532	893	964
"PYROXD2"	1212	118	314	193	474	620	682	190	751
"PYURF"	281	214	249	268	416	95	138	635	291
"PYY"	1	1	11	3	8	1	1487	28	210
"PYY2"	51	2	11	16	14	11	51	12	11
"PYY3"	0	0	0	1	0	0	0	0	0
"PZP"	58	6	2	8	12	3	24	0	29
"QARS1"	26709	17478	14011	18618	15892	5972	7220	12423	14792
"QDPR"	2188	1441	1359	1356	2059	594	839	2644	1835
"QKI"	7436	3529	3059	4691	7751	2387	3647	5440	5790
"QPCT"	639	195	98	225	3469	530	301	5738	646
"QPCTL"	1899	542	1874	2485	1596	429	756	1184	799
"QPRT"	6865	3291	5482	1917	3943	3259	9986	12904	9543
"QRFP"	105	12	35	92	35	8	18	78	27
"QRFPR"	3	0	1	2	3	0	1	3	3
"QRICH1"	14097	5582	5976	12076	11708	3365	5254	8133	8041
"QRICH2"	743	53	302	240	129	272	57	362	203
"QRSL1"	1176	1443	1001	1429	1481	405	1131	1460	1021
"QRSL1P1"	2	0	3	3	0	0	15	0	44
"QRSL1P2"	0	0	0	1	0	0	0	0	0
"QRSL1P3"	12	0	1	0	2	7	3	0	5
"QSER1"	5083	1467	2198	4276	6455	1948	1444	3504	2175
"QSOX1"	23070	15146	14472	21140	36521	9942	10207	20956	12448
"QSOX2"	3782	749	1094	1111	1901	757	542	2461	1286
"QTRT1"	4132	1231	1582	6900	1252	1765	1490	2977	3101
"QTRT1P1"	0	0	0	0	0	0	0	0	0
"QTRT2"	3994	673	2820	2097	1640	882	1626	2650	2798
"R3HCC1"	2493	1114	725	1899	2611	744	605	1368	764
"R3HCC1L"	919	318	634	797	750	395	814	598	741
"R3HDM1"	6375	2190	4120	5818	6057	1604	1930	3511	3007
"R3HDM2"	3117	2421	3046	2879	2660	1935	2312	1978	3039
"R3HDM2P1"	1	0	0	0	0	0	0	0	0
"R3HDM2P2"	2	1	1	0	0	0	1	0	0
"R3HDM4"	4993	3441	5436	5194	7774	2901	2184	6769	2376
"R3HDML"	0	0	0	5	4	0	0	0	3
"RAB10"	17224	9678	9740	9879	12524	5749	7736	14186	10252
"RAB11A"	8805	6265	10484	5805	7652	4331	3742	10477	7398
"RAB11AP1"	0	0	2	0	0	0	0	0	0
"RAB11AP2"	0	0	0	0	0	0	0	0	0
"RAB11B"	27350	10180	8545	37711	21107	5563	13759	16683	7206
"RAB11B-AS1"	872	163	95	366	456	100	193	450	132
"RAB11FIP1"	6559	2246	4884	1792	2255	1208	10311	1350	460
"RAB11FIP1P1"	190	6	45	54	44	109	80	86	149
"RAB11FIP2"	7353	2910	2407	4461	2966	1038	1231	930	1467
"RAB11FIP3"	3464	3000	8012	2359	2819	2305	2784	2402	7478
"RAB11FIP4"	11320	3917	8417	33251	4623	1190	8892	847	2079
"RAB11FIP5"	2612	1311	1036	3984	5168	1182	1141	1358	1076
"RAB12"	3948	2414	1631	5368	3831	908	1112	5817	2080
"RAB13"	4868	2991	6365	11051	11916	2853	3372	4854	3926
"RAB14"	9155	5452	8643	5042	10050	2591	4463	16534	5381
"RAB15"	1811	876	1041	1523	1434	808	937	782	1080
"RAB17"	2304	1063	1556	1367	1011	727	663	930	154
"RAB18"	4081	4428	9993	4922	8833	2512	2844	8061	3485
"RAB19"	87	39	18	163	82	66	81	119	72
"RAB1A"	17375	8213	11032	12015	22484	5648	8675	13028	9646
"RAB1AP1"	8	2	3	6	7	2	4	4	2
"RAB1AP2"	0	0	0	0	0	0	0	0	0
"RAB1B"	18694	9756	13030	18498	16791	5570	7078	28283	9299
"RAB1C"	40	19	22	39	28	4	9	37	6
"RAB20"	2212	1638	493	1649	1834	1340	1500	1007	1061
"RAB21"	6111	3095	7561	6610	3289	1718	3053	5764	3468
"RAB22A"	4414	3010	2585	7654	5658	1378	2795	3492	2740
"RAB23"	588	743	740	432	598	152	596	1124	1427
"RAB24"	658	607	365	509	506	178	262	277	403
"RAB25"	9069	8858	2067	6290	14560	2953	4687	7084	313
"RAB26"	87	88	512	68	459	54	108	195	308
"RAB27A"	1782	663	810	1153	2283	879	423	2226	748
"RAB27B"	244	335	138	535	371	41	240	749	95
"RAB28"	1430	635	1003	1014	2173	247	579	1462	1224
"RAB28P1"	0	0	0	0	0	0	0	0	0
"RAB28P2"	0	0	0	0	0	0	0	0	0
"RAB28P3"	0	0	0	0	0	0	0	0	0
"RAB28P4"	0	0	0	0	0	0	0	0	0
"RAB28P5"	64	5	16	13	28	7	25	11	5
"RAB29"	1470	909	1152	2736	2255	554	906	1134	1144
"RAB2A"	10660	12862	21269	15861	17276	3965	9963	18657	11042
"RAB2B"	2814	861	2076	1464	1397	734	1237	2243	1933
"RAB30"	1471	533	319	583	845	292	232	282	685
"RAB30-DT"	898	327	300	932	703	94	221	738	359
"RAB31"	6583	2246	2529	6097	6784	1586	1437	5127	4823
"RAB32"	1052	553	2055	2319	1947	430	445	3526	1155
"RAB33A"	63	39	19	123	61	14	43	32	36
"RAB33B"	1979	745	995	1312	1545	354	702	854	875
"RAB33B-AS1"	947	124	284	590	504	96	233	234	358
"RAB34"	9474	3787	12605	7851	14376	1821	7099	9877	6355
"RAB35"	4214	1498	2581	2517	3252	1837	1870	7874	2450
"RAB36"	1342	860	2937	1058	2589	483	1180	2821	765
"RAB37"	236	28	41	40	90	73	60	56	26
"RAB38"	632	64	90	549	105	66	46	281	356
"RAB39A"	43	13	19	17	15	12	43	19	5
"RAB39B"	254	19	252	183	301	214	201	127	267
"RAB3A"	1171	799	767	665	829	464	230	502	201
"RAB3B"	332	74	158	104	189	53	160	192	586
"RAB3C"	14	1	4	22	19	5	4	2	13
"RAB3D"	7345	4231	4004	9418	6117	2273	2618	4194	1041
"RAB3GAP1"	5301	3311	4761	4720	6161	1594	1909	3641	2698
"RAB3GAP2"	4172	1669	3533	4274	4749	1657	2404	3181	2350
"RAB3IL1"	1851	779	714	2165	1925	652	1006	913	775
"RAB3IP"	3069	1185	2393	2200	826	808	1846	1950	2071
"RAB40A"	82	14	65	23	37	36	35	28	46
"RAB40AL"	8	0	15	2	2	1	7	2	2
"RAB40B"	2570	1283	1708	471	1768	945	774	1331	1211
"RAB40C"	3035	2763	7049	2029	2078	1642	1987	1598	4131
"RAB41"	25	17	10	60	42	9	12	31	20
"RAB42"	278	115	188	904	730	64	402	508	210
"RAB42P1"	1	0	1	0	0	0	1	0	1
"RAB43"	599	276	252	742	539	149	203	683	258
"RAB43P1"	18	18	24	109	41	7	23	71	21
"RAB44"	7	0	1	1	1	3	6	5	8
"RAB4A"	2939	2054	2673	3735	3985	1133	2381	1685	2000
"RAB4B"	749	671	598	2639	1212	456	472	1018	700
"RAB4B-EGLN2"	0	3	0	1	1	1	2	0	0
"RAB5A"	7661	2781	5936	5934	7864	2054	2843	5471	3731
"RAB5B"	23425	10928	17290	16514	20375	10543	20810	21128	15450
"RAB5C"	6749	4351	10373	11464	7927	2020	4663	8100	5411
"RAB5C-AS1"	9	2	6	9	12	2	8	0	6
"RAB5CP1"	28	3	10	6	18	13	3	2	10
"RAB5CP2"	2	0	0	3	3	1	0	2	1
"RAB5IF"	2109	1227	3554	3649	3349	1004	982	3121	1570
"RAB6A"	14245	8959	12516	16078	29034	4309	6027	19918	7902
"RAB6B"	590	1110	814	1346	3334	1850	1102	3173	1346
"RAB6C"	21	10	17	19	22	4	17	23	13
"RAB6C-AS1"	4	2	5	0	7	5	15	1	5
"RAB6D"	7	4	24	14	12	0	5	16	4
"RAB7A"	27557	14657	30093	40814	33199	9167	12916	40788	11672
"RAB7B"	449	112	341	713	1002	1011	96	426	308
"RAB8A"	7009	3348	3415	8402	3949	2930	2102	4311	3425
"RAB8B"	1392	703	815	765	1211	469	516	952	884
"RAB9A"	1542	1604	3307	2321	3092	808	1323	3277	675
"RAB9AP1"	0	0	0	0	0	0	0	0	0
"RAB9AP2"	0	0	0	0	0	0	0	0	0
"RAB9AP3"	0	0	0	0	0	0	0	0	0
"RAB9AP4"	0	0	0	0	0	0	0	0	0
"RAB9AP5"	0	0	0	0	0	0	0	0	0
"RAB9B"	101	12	13	28	199	13	54	45	85
"RAB9BP1"	0	0	0	0	0	0	0	0	0
"RABAC1"	6075	4378	8272	19149	12712	4047	2150	6611	3337
"RABEP1"	2868	987	1931	2413	2263	883	1379	1754	2473
"RABEP2"	3315	993	1269	1091	1539	903	1892	1175	1543
"RABEPK"	2119	1617	2598	1040	1942	637	708	3711	1052
"RABEPKP1"	0	0	0	0	0	0	0	0	0
"RABGAP1"	7266	3175	6200	2121	5433	2300	2887	5486	3845
"RABGAP1L"	1972	2090	1168	2955	3378	1418	999	2032	1976
"RABGAP1L-AS1"	10	10	4	12	14	14	13	6	7
"RABGAP1L-DT"	4	6	10	14	2	1	3	3	3
"RABGAP1L-IT1"	11	8	2	8	4	6	2	3	3
"RABGEF1"	530	370	377	722	722	296	227	469	370
"RABGGTA"	3413	2499	2681	2771	1827	1473	1230	2507	2340
"RABGGTB"	4345	1378	2249	3876	2380	2615	1607	3717	2788
"RABIF"	1668	529	467	2175	1263	686	701	1981	1197
"RABL2A"	2427	463	647	586	1133	709	551	391	1057
"RABL2B"	2210	351	708	1421	2292	556	410	4139	889
"RABL3"	2935	1032	2080	2947	2692	487	1496	2530	3352
"RABL6"	12652	4860	6037	6607	16443	3253	2148	9803	6866
"RAC1"	23925	21026	13403	47782	49477	12776	11539	19753	19350
"RAC1P1"	0	0	0	0	0	0	0	0	0
"RAC1P2"	300	222	108	549	399	74	108	225	93
"RAC1P3"	2	1	6	5	3	0	1	0	1
"RAC1P4"	8	4	0	16	13	1	3	7	1
"RAC1P5"	10	4	4	12	6	2	1	4	2
"RAC1P6"	0	0	0	0	0	0	0	0	0
"RAC1P7"	0	0	0	0	0	0	0	0	1
"RAC1P8"	0	0	0	0	0	0	0	0	0
"RAC1P9"	0	0	0	0	0	0	0	0	0
"RAC2"	3902	997	585	1676	4833	1261	1055	2143	796
"RAC3"	1778	695	1199	384	805	941	658	2316	1099
"RACGAP1"	7286	808	4035	5167	4020	1013	1786	7123	2905
"RACGAP1P1"	8	0	3	4	1	0	3	1	0
"RACK1"	131539	158497	90753	107373	59016	21971	66492	60346	78659
"RAD1"	2158	765	3004	2172	2414	528	1143	2656	1819
"RAD17"	2741	898	1590	1519	1141	467	837	1836	989
"RAD17P1"	4	1	1	1	0	0	4	0	2
"RAD17P2"	8	2	0	2	1	2	6	1	3
"RAD18"	2170	771	1734	1585	3407	863	592	2368	1314
"RAD1P1"	2	0	2	1	0	1	0	2	1
"RAD1P2"	0	0	0	0	0	1	0	4	0
"RAD21"	27889	10704	42203	19037	19221	6853	6180	46194	18612
"RAD21-AS1"	51	36	39	20	33	4	12	53	19
"RAD21L1"	10	1	5	1	26	0	0	0	0
"RAD21P1"	8	4	16	8	5	1	2	16	7
"RAD23A"	17863	9094	9183	24491	7628	4409	6657	13966	6748
"RAD23B"	16216	10362	18610	7812	19939	5310	4412	23480	10624
"RAD23BP1"	31	10	39	17	15	1	5	30	6
"RAD23BP2"	0	0	0	0	0	0	0	0	0
"RAD23BP3"	2	0	0	2	3	0	0	1	0
"RAD50"	2975	5687	1384	4862	2778	1216	1679	5649	1499
"RAD51"	1259	254	1638	1239	937	312	351	2046	589
"RAD51-AS1"	544	271	216	185	227	324	223	392	444
"RAD51AP1"	1441	179	1343	1452	926	248	659	2337	1818
"RAD51AP1P1"	5	0	0	1	24	0	0	0	2
"RAD51AP2"	2	0	1	11	13	0	0	0	13
"RAD51B"	468	174	654	367	280	181	182	294	375
"RAD51C"	1179	481	1375	1257	1067	304	639	1826	665
"RAD51D"	686	234	837	933	419	217	209	484	411
"RAD52"	1324	335	718	613	314	494	592	640	1696
"RAD52P1"	0	0	0	0	0	0	0	0	0
"RAD54B"	375	90	692	459	922	209	187	519	287
"RAD54L"	2071	129	1089	886	1352	440	1255	1238	1202
"RAD54L2"	6357	1334	1717	3386	2632	1110	993	1789	1924
"RAD54L2P1"	0	0	0	0	0	0	0	0	0
"RAD9A"	2413	656	1541	2132	1387	1340	880	2316	1503
"RAD9B"	60	19	51	37	98	29	36	93	92
"RADIL"	262	53	19	60	156	127	67	59	62
"RADX"	47	5	16	18	46	8	5	17	14
"RAE1"	4743	2301	7347	6041	3843	1331	3629	5057	3340
"RAET1E"	8	12	1	10	11	17	4	11	6
"RAET1E-AS1"	2	0	0	0	2	3	1	3	0
"RAET1G"	11	15	5	19	15	9	18	9	8
"RAET1K"	17	2	4	19	10	1	24	9	16
"RAET1L"	4	6	5	10	4	0	3	7	3
"RAET1M"	0	0	0	0	0	0	0	0	0
"RAF1"	11289	3638	4120	8629	10593	3588	4644	7886	7706
"RAF1P1"	0	3	0	0	0	0	0	0	0
"RAG1"	98	29	84	46	52	25	26	38	253
"RAG2"	5	0	0	0	1	1	0	4	2
"RAI1"	6379	5187	8821	9617	7135	2483	2073	5393	7520
"RAI1-AS1"	17	2	7	4	8	4	1	1	20
"RAI14"	12302	1514	8573	7798	11020	3629	5238	5741	4706
"RAI2"	4703	6376	8016	4122	3905	3334	5445	6138	1104
"RALA"	4441	3017	7161	5470	4810	1411	2334	4127	2335
"RALB"	4208	4324	6046	4043	8248	1358	2336	5631	2282
"RALBP1"	12379	9215	8938	16893	5953	2700	7680	10229	4724
"RALBP1P1"	7	3	6	3	4	0	3	3	1
"RALBP1P2"	1	1	1	4	0	0	2	1	0
"RALGAPA1"	1564	482	994	1140	743	671	784	822	1157
"RALGAPA1P1"	45	16	31	42	35	15	27	38	37
"RALGAPA2"	3852	2353	1194	1679	6032	1050	3528	1448	2537
"RALGAPB"	7408	3500	9058	12935	10377	2529	3875	5929	6228
"RALGDS"	9766	3450	3726	3803	10242	3889	1969	8717	4217
"RALGPS1"	2563	1525	1133	1061	1836	877	752	1533	2075
"RALGPS2"	2723	1512	2395	2868	3975	1029	1611	2294	2325
"RALGPS2-AS1"	36	24	24	25	42	16	88	55	30
"RALY"	14621	11725	17092	23593	14765	5021	6560	13977	10534
"RALYL"	54	0	79	8	1	0	0	2	0
"RAMAC"	1497	648	1610	811	688	367	706	1472	768
"RAMACL"	17	8	25	11	8	2	6	33	4
"RAMP1"	505	415	121	229	829	221	513	626	241
"RAMP2"	981	717	403	1537	1368	337	958	898	510
"RAMP2-AS1"	42	10	29	48	57	12	92	9	22
"RAMP3"	500	181	128	252	414	127	116	220	146
"RAN"	22953	6818	18127	11506	12476	6485	8742	16595	24916
"RANBP1"	10580	3480	8215	7413	10546	1467	2424	13033	4629
"RANBP10"	2856	660	1154	1733	1701	898	1355	2377	1229
"RANBP17"	271	310	215	217	207	116	268	138	264
"RANBP1P1"	58	30	49	63	66	9	11	96	33
"RANBP2"	6346	3418	5104	3798	4308	1817	3230	3373	4001
"RANBP20P"	5	0	11	6	6	0	2	3	3
"RANBP3"	7775	3661	3529	3672	4504	2624	2147	3213	2184
"RANBP3-DT"	37	6	10	11	42	18	11	19	21
"RANBP3L"	237	29	44	59	30	5	7	85	114
"RANBP6"	1288	773	422	754	1746	741	770	1251	1198
"RANBP9"	5096	2218	3948	6109	4503	985	2611	4921	4762
"RANGAP1"	8266	5208	9667	9949	5600	3028	6448	11177	4267
"RANGRF"	366	206	350	556	389	131	309	333	439
"RANP1"	123	37	75	78	56	9	31	96	76
"RANP2"	1	2	1	1	1	0	1	0	0
"RANP3"	0	0	0	0	1	0	0	0	0
"RANP4"	66	5	12	8	13	9	32	10	5
"RANP5"	1	1	0	1	0	1	1	0	2
"RANP6"	6	5	8	2	1	1	1	5	8
"RANP7"	0	0	0	0	0	0	1	0	0
"RANP8"	7	1	7	0	2	4	1	0	4
"RANP9"	0	0	0	0	0	0	0	0	0
"RAP1A"	4668	2821	3296	4223	6576	1727	2989	2945	2379
"RAP1AP"	18	13	2	11	3	30	19	4	4
"RAP1B"	4889	2392	4099	4974	4117	1433	2232	7851	6237
"RAP1BL"	79	24	67	49	45	8	25	118	42
"RAP1BP1"	2	0	1	2	1	2	0	2	5
"RAP1BP2"	0	0	0	0	0	0	0	0	0
"RAP1BP3"	1	1	2	3	1	1	1	4	1
"RAP1GAP"	12389	3230	5709	11491	8226	600	1734	7680	1564
"RAP1GAP2"	1999	284	1578	3071	750	535	1436	478	1716
"RAP1GDS1"	1831	921	1846	1634	3921	621	905	2754	1248
"RAP2A"	2867	1069	902	1925	2901	794	895	1312	1341
